donor_id,donor_type,food_type,category,quantity_kg,expiry_hours,lat,long,city,pickup_status,receiver_id,distance_km,pickup_time_hours,waste_risk,co2_per_kg,methane_factor,water_usage,uncertainty_factor
D6081,hotel,ayam goreng,vegetable,16.2,43.0,-0.4898030900982537,117.14835562545495,Samarinda,completed,R2,3.69,3.58,high,4.82,0.18,962.0,1.025
D6082,hotel,ayam bakar,vegetable,19.4,24.0,-0.5028831774152557,117.16912216681618,Samarinda,pending,R6,6.96,1.82,medium,4.98,0.61,4848.0,0.965
D6083,hotel,nasi putih,karbohidrat,28.1,45.0,-0.4897669246462318,117.16589804704164,Samarinda,pending,R19,1.91,2.23,high,2.5766666666666667,0.585,4120.666666666667,1.05
D6084,restaurant,sayur sop,vegetable,14.7,17.0,-0.4893064086993708,117.14840175223576,Samarinda,completed,R5,5.62,1.25,high,1.34,0.91,2571.0,1.0266666666666666
D6085,hotel,salad,protein,6.5,33.0,-0.4802523034416002,117.16107366447464,Samarinda,failed,R8,2.61,2.06,low,1.595,1.25,2271.6,0.972
D6086,restaurant,salad,protein,16.8,13.0,-0.4963061480797579,117.16226860283945,Samarinda,completed,R15,1.16,2.17,low,1.595,1.25,2271.6,0.972
D6087,restaurant,nasi putih,fruit,21.3,31.0,-0.4829782667800233,117.14059170640591,Samarinda,pending,R5,6.6,1.16,high,2.5766666666666667,0.585,4120.666666666667,1.05
D6088,hotel,roti tawar,protein,16.5,24.0,-0.5061249418730219,117.15067195933662,Samarinda,pending,R15,3.4,2.97,medium,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334
D6089,supermarket,buah apel,fruit,19.6,18.0,-0.5054154634953021,117.1609346666208,Samarinda,completed,Unknown,4.74,0.69,high,2.242,0.825,2755.5,1.13
D6090,hotel,sayur sop,karbohidrat,18.8,18.0,-0.4948610551682432,117.13980203231016,Samarinda,completed,R4,6.35,2.31,low,1.34,0.91,2571.0,1.0266666666666666
D6091,restaurant,ayam goreng,protein,14.8,40.0,-0.4887027454085944,117.15990263593604,Samarinda,pending,R7,2.12,1.6,high,4.82,0.18,962.0,1.025
D6092,supermarket,sayur sop,vegetable,20.5,24.0,-0.4984909805618885,117.15598121982929,Samarinda,pending,R14,5.83,2.68,medium,1.34,0.91,2571.0,1.0266666666666666
D6093,supermarket,ayam goreng,vegetable,8.0,30.0,-0.4872372775491157,117.16326521932515,Samarinda,pending,Unknown,6.13,3.06,low,4.82,0.18,962.0,1.025
D6094,supermarket,ayam bakar,fruit,9.0,47.0,-0.4945547334851344,117.16231333293926,Samarinda,failed,R11,6.73,1.84,medium,4.98,0.61,4848.0,0.965
D6095,hotel,sayur sop,vegetable,22.3,17.0,-0.5147890744477182,117.13355741545227,Samarinda,pending,R14,1.29,2.21,low,1.34,0.91,2571.0,1.0266666666666666
D6096,hotel,ayam bakar,fruit,29.3,15.0,-0.5123236259942174,117.1553684868674,Samarinda,completed,Unknown,4.01,2.05,high,4.98,0.61,4848.0,0.965
D6097,hotel,sayur sop,vegetable,29.6,37.0,-0.5061133021440776,117.13174549517277,Samarinda,pending,R5,5.99,3.01,low,1.34,0.91,2571.0,1.0266666666666666
D6098,restaurant,roti tawar,fruit,22.0,24.0,-0.4800547824682569,117.16540674897826,Samarinda,pending,R18,6.04,2.58,high,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334
D6099,supermarket,sayur sop,fruit,11.8,32.0,-0.4990409369842276,117.15324393786608,Samarinda,pending,R18,6.19,2.74,medium,1.34,0.91,2571.0,1.0266666666666666
D6100,hotel,ayam goreng,karbohidrat,20.9,5.0,-0.4870008475796483,117.1438623134207,Samarinda,pending,R13,1.25,1.97,high,4.82,0.18,962.0,1.025
D6101,supermarket,roti tawar,protein,26.5,30.0,-0.4814346600056604,117.1336028489349,Samarinda,completed,R4,2.66,1.46,medium,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334
D6102,supermarket,sayur sop,protein,16.1,38.0,-0.4807825669608156,117.13619101271972,Samarinda,completed,R3,6.33,2.08,medium,1.34,0.91,2571.0,1.0266666666666666
D6103,supermarket,nasi goreng,protein,16.3,16.0,-0.507207887045709,117.14510978812334,Samarinda,pending,R19,3.78,0.69,medium,2.242,1.2075,2896.0,0.956
D6104,supermarket,nasi putih,vegetable,24.2,24.0,-0.4849697679560361,117.16268877017522,Samarinda,failed,R17,5.57,2.23,high,2.5766666666666667,0.585,4120.666666666667,1.05
D6105,hotel,roti tawar,protein,15.8,6.0,-0.5048017064014174,117.1396535278048,Samarinda,failed,R4,4.56,2.23,high,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334
D6106,restaurant,ayam bakar,fruit,24.8,24.0,-0.518642578238066,117.1671433897637,Samarinda,failed,Unknown,1.7,2.23,low,4.98,0.61,4848.0,0.965
D6107,supermarket,sayur sop,vegetable,8.2,14.0,-0.4984139274399616,117.15715849742752,Samarinda,completed,R3,2.91,1.0,low,1.34,0.91,2571.0,1.0266666666666666
D6108,hotel,buah apel,fruit,22.2,31.0,-0.481321371739581,117.1640649714588,Samarinda,pending,R1,5.78,3.15,high,2.242,0.825,2755.5,1.13
D6109,restaurant,nasi putih,karbohidrat,2.4,11.0,-0.5050362351964075,117.14466269841984,Samarinda,pending,R4,5.31,1.26,low,2.5766666666666667,0.585,4120.666666666667,1.05
D6110,supermarket,nasi goreng,protein,14.9,38.0,-0.4895228687104139,117.1356657455236,Samarinda,completed,R1,0.98,0.59,low,2.242,1.2075,2896.0,0.956
D6111,restaurant,ayam bakar,karbohidrat,27.6,20.0,-0.5086621909080958,117.14557358991792,Samarinda,failed,R17,5.25,1.01,low,4.98,0.61,4848.0,0.965
D6112,hotel,salad,fruit,11.8,5.0,-0.4862173491493705,117.13825085354578,Samarinda,failed,R1,2.35,3.26,medium,1.595,1.25,2271.6,0.972
D6113,supermarket,nasi putih,fruit,25.9,27.0,-0.5165324242485158,117.15871322225512,Samarinda,failed,R3,3.69,3.4,medium,2.5766666666666667,0.585,4120.666666666667,1.05
D6114,restaurant,ayam bakar,vegetable,25.8,10.0,-0.4924608803309695,117.14606775352831,Samarinda,completed,Unknown,6.55,0.53,high,4.98,0.61,4848.0,0.965
D6115,hotel,ayam goreng,karbohidrat,2.3,2.0,-0.5092540128330402,117.15342520342192,Samarinda,failed,R4,0.77,3.63,high,4.82,0.18,962.0,1.025
D6116,supermarket,buah apel,fruit,22.6,24.0,-0.4878797407918185,117.14006645952756,Samarinda,failed,R12,2.87,2.23,low,2.242,0.825,2755.5,1.13
D6117,supermarket,ayam bakar,fruit,5.9,24.0,-0.483348243557492,117.14797313369726,Samarinda,completed,R11,4.01,2.66,low,4.98,0.61,4848.0,0.965
D6118,supermarket,nasi goreng,protein,23.5,26.0,-0.51512178186401,117.1423011292371,Samarinda,pending,R16,1.77,0.98,high,2.242,1.2075,2896.0,0.956
D6119,supermarket,ayam goreng,karbohidrat,5.4,25.0,-0.4827273762638198,117.16654359180542,Samarinda,pending,R12,0.67,3.24,high,4.82,0.18,962.0,1.025
D6120,restaurant,nasi putih,protein,21.2,43.0,-0.4992408525251753,117.13492892980292,Samarinda,failed,R16,4.97,1.86,low,2.5766666666666667,0.585,4120.666666666667,1.05
D6121,supermarket,ayam goreng,fruit,20.7,30.0,-0.5168437907068666,117.15902197911775,Samarinda,completed,R3,3.52,2.91,high,4.82,0.18,962.0,1.025
D6122,supermarket,roti tawar,protein,9.3,22.0,-0.4967288293977068,117.14941211096549,Samarinda,completed,R2,6.49,1.37,high,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334
D6123,supermarket,roti tawar,protein,4.1,24.0,-0.4826675171184871,117.15607354064944,Samarinda,failed,R4,4.78,0.62,high,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334
D6124,hotel,ayam bakar,karbohidrat,28.9,12.0,-0.4875051229572172,117.15870816161453,Samarinda,completed,Unknown,2.46,2.23,high,4.98,0.61,4848.0,0.965
D6125,restaurant,buah apel,karbohidrat,5.3,19.0,-0.4994843854783961,117.148168398913,Samarinda,failed,R2,2.46,1.92,low,2.242,0.825,2755.5,1.13
D6126,supermarket,ayam bakar,vegetable,24.1,24.0,-0.4917778336037521,117.13198262357096,Samarinda,completed,Unknown,2.03,1.63,medium,4.98,0.61,4848.0,0.965
D6127,hotel,ayam goreng,protein,21.1,24.0,-0.5189047583001978,117.14667091861612,Samarinda,pending,R3,5.89,2.23,medium,4.82,0.18,962.0,1.025
D6128,restaurant,ayam goreng,fruit,27.2,39.0,-0.5042681035752402,117.15631912405038,Samarinda,completed,R18,6.17,1.86,high,4.82,0.18,962.0,1.025
D6129,restaurant,ayam goreng,vegetable,6.0,43.0,-0.4956183001359706,117.1517581531342,Samarinda,completed,R4,5.09,2.23,low,4.82,0.18,962.0,1.025
D6130,supermarket,salad,karbohidrat,16.1,3.0,-0.4816699027044185,117.1670833987526,Samarinda,failed,Unknown,4.54,2.14,high,1.595,1.25,2271.6,0.972
D6131,hotel,ayam goreng,vegetable,23.9,42.0,-0.519400752446915,117.13959860637792,Samarinda,completed,R9,6.45,3.72,high,4.82,0.18,962.0,1.025
D6132,hotel,salad,karbohidrat,11.2,4.0,-0.5052460687320494,117.14333457935624,Samarinda,pending,R16,5.55,2.23,high,1.595,1.25,2271.6,0.972
D6133,supermarket,salad,karbohidrat,7.9,17.0,-0.5055956069431148,117.15636924932448,Samarinda,completed,R19,5.01,2.23,medium,1.595,1.25,2271.6,0.972
D6134,restaurant,roti tawar,karbohidrat,10.0,17.0,-0.4806046396885508,117.14764627322066,Samarinda,completed,R5,1.26,2.23,low,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334
D6135,supermarket,nasi putih,vegetable,14.5,23.0,-0.5026170586307133,117.16685940065004,Samarinda,pending,R13,6.02,2.23,low,2.5766666666666667,0.585,4120.666666666667,1.05
D6136,hotel,nasi goreng,protein,23.6,47.0,-0.5110873396724438,117.14548785389518,Samarinda,pending,R11,2.36,0.83,medium,2.242,1.2075,2896.0,0.956
D6137,hotel,salad,protein,16.1,37.0,-0.4934460862957586,117.1537377164692,Samarinda,pending,Unknown,6.29,1.4,high,1.595,1.25,2271.6,0.972
D6138,supermarket,buah apel,karbohidrat,25.4,4.0,-0.5185468207530278,117.14179616835722,Samarinda,pending,Unknown,4.65,2.23,low,2.242,0.825,2755.5,1.13
D6139,restaurant,ayam goreng,karbohidrat,19.6,14.0,-0.5009895927376672,117.15217677163334,Samarinda,failed,R18,5.79,2.16,low,4.82,0.18,962.0,1.025
D6140,hotel,salad,karbohidrat,25.4,24.0,-0.5069460757412193,117.14934704656672,Samarinda,pending,R12,4.37,0.5,high,1.595,1.25,2271.6,0.972
D6141,supermarket,roti tawar,protein,16.1,1.0,-0.4999082433191019,117.14985041147432,Samarinda,completed,R4,1.38,3.34,high,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334
D6142,restaurant,roti tawar,fruit,13.3,24.0,-0.5150000760813476,117.1639556385747,Samarinda,completed,R10,3.96,1.61,medium,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334
D6143,hotel,buah apel,fruit,3.8,43.0,-0.5039002667134936,117.1554563435893,Samarinda,failed,R1,5.12,1.7,medium,2.242,0.825,2755.5,1.13
D6144,supermarket,salad,karbohidrat,10.4,45.0,-0.5147747589036588,117.15005053173968,Samarinda,pending,R18,4.93,1.86,medium,1.595,1.25,2271.6,0.972
D6145,supermarket,roti tawar,protein,27.9,24.0,-0.4889627328304549,117.14303012144072,Samarinda,pending,R6,2.7,2.05,high,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334
D6146,supermarket,ayam bakar,fruit,28.6,19.0,-0.4883728509202075,117.1351915595242,Samarinda,failed,R18,4.7,3.02,medium,4.98,0.61,4848.0,0.965
D6147,restaurant,nasi goreng,karbohidrat,26.3,5.0,-0.4853407931275639,117.13780841371316,Samarinda,pending,R14,4.0,1.26,high,2.242,1.2075,2896.0,0.956
D6148,supermarket,roti tawar,fruit,10.9,47.0,-0.5187481134819346,117.13225289689817,Samarinda,completed,R10,1.56,2.73,high,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334
D6149,restaurant,salad,vegetable,10.6,23.0,-0.5037375488289437,117.14197809130808,Samarinda,failed,R4,3.0,3.86,medium,1.595,1.25,2271.6,0.972
D6150,restaurant,buah apel,vegetable,16.1,1.0,-0.4994919969247777,117.13543222201731,Samarinda,failed,R8,1.42,3.95,low,2.242,0.825,2755.5,1.13
D6151,supermarket,buah apel,karbohidrat,23.7,46.0,-0.5112026266364723,117.1574009795817,Samarinda,failed,R18,2.73,2.07,high,2.242,0.825,2755.5,1.13
D6152,restaurant,nasi goreng,fruit,23.1,24.0,-0.4841101357936452,117.14385466241104,Samarinda,failed,Unknown,2.24,1.47,high,2.242,1.2075,2896.0,0.956
D6153,supermarket,roti tawar,karbohidrat,17.2,22.0,-0.4866631445374841,117.16150128853108,Samarinda,pending,R14,2.91,2.93,high,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334
D6154,restaurant,sayur sop,karbohidrat,7.0,4.0,-0.4890191917311971,117.14436598993166,Samarinda,failed,Unknown,6.58,1.83,medium,1.34,0.91,2571.0,1.0266666666666666
D6155,restaurant,ayam goreng,protein,11.4,24.0,-0.4845317036066142,117.15596324352389,Samarinda,failed,R16,4.92,0.59,high,4.82,0.18,962.0,1.025
D6156,restaurant,salad,vegetable,28.9,38.0,-0.4902418117542125,117.140847454675,Samarinda,completed,R4,2.92,2.23,medium,1.595,1.25,2271.6,0.972
D6157,hotel,ayam goreng,vegetable,3.0,17.0,-0.5088497120133887,117.1552834452714,Samarinda,pending,R20,1.33,2.23,medium,4.82,0.18,962.0,1.025
D6158,supermarket,ayam goreng,karbohidrat,9.2,14.0,-0.5193821845946098,117.15157214742712,Samarinda,completed,R12,1.03,2.9,medium,4.82,0.18,962.0,1.025
D6159,supermarket,ayam goreng,fruit,13.8,40.0,-0.5135498865368681,117.16989423184508,Samarinda,completed,R11,3.59,0.64,medium,4.82,0.18,962.0,1.025
D6160,restaurant,nasi putih,fruit,13.6,4.0,-0.5015176445831168,117.14297559870656,Samarinda,failed,Unknown,1.41,2.56,medium,2.5766666666666667,0.585,4120.666666666667,1.05
D6161,restaurant,nasi putih,karbohidrat,8.5,6.0,-0.4846376249284028,117.13373936431468,Samarinda,completed,R8,5.13,0.73,high,2.5766666666666667,0.585,4120.666666666667,1.05
D6162,hotel,nasi putih,vegetable,19.0,6.0,-0.516918554163944,117.1397941343936,Samarinda,pending,Unknown,1.56,2.61,high,2.5766666666666667,0.585,4120.666666666667,1.05
D6163,hotel,buah apel,karbohidrat,22.8,13.0,-0.4920002347978916,117.1333915477728,Samarinda,pending,R9,1.77,3.6,high,2.242,0.825,2755.5,1.13
D6164,supermarket,salad,vegetable,3.6,24.0,-0.4897897429222637,117.15843137694058,Samarinda,failed,Unknown,3.2,2.23,low,1.595,1.25,2271.6,0.972
D6165,hotel,buah apel,fruit,20.4,16.0,-0.5032128803510292,117.16372909194718,Samarinda,failed,R1,3.46,1.37,high,2.242,0.825,2755.5,1.13
D6166,supermarket,nasi goreng,vegetable,18.5,35.0,-0.5199787060360954,117.16432682545596,Samarinda,failed,Unknown,2.93,1.3,low,2.242,1.2075,2896.0,0.956
D6167,restaurant,salad,fruit,20.2,15.0,-0.487803364247676,117.14915794872589,Samarinda,failed,R10,6.04,3.96,low,1.595,1.25,2271.6,0.972
D6168,restaurant,ayam bakar,vegetable,27.7,25.0,-0.5107110399599214,117.13542661709864,Samarinda,failed,R14,6.64,2.23,medium,4.98,0.61,4848.0,0.965
D6169,hotel,buah apel,vegetable,29.2,32.0,-0.5113790232002721,117.16512410159748,Samarinda,completed,R19,1.28,2.23,low,2.242,0.825,2755.5,1.13
D6170,hotel,salad,protein,28.3,39.0,-0.5189564739587589,117.16103468571384,Samarinda,failed,R9,6.66,3.93,low,1.595,1.25,2271.6,0.972
D6171,hotel,salad,protein,9.7,42.0,-0.4902719326812789,117.14182352720572,Samarinda,failed,R5,3.79,2.23,medium,1.595,1.25,2271.6,0.972
D6172,hotel,ayam bakar,vegetable,14.2,4.0,-0.5195094681472794,117.14535049761092,Samarinda,pending,R18,1.06,2.21,low,4.98,0.61,4848.0,0.965
D6173,restaurant,roti tawar,karbohidrat,20.1,5.0,-0.5188813356862312,117.14556065220911,Samarinda,pending,R10,6.0,1.96,high,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334
D6174,supermarket,buah apel,vegetable,25.7,24.0,-0.4828269278210785,117.16211925670147,Samarinda,completed,Unknown,4.57,2.1,low,2.242,0.825,2755.5,1.13
D6175,restaurant,roti tawar,vegetable,16.3,48.0,-0.5116096871793769,117.14748002126322,Samarinda,pending,R16,3.38,1.96,high,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334
D6176,restaurant,buah apel,protein,4.6,24.0,-0.4908437489622389,117.13785462802382,Samarinda,failed,R19,4.46,0.94,low,2.242,0.825,2755.5,1.13
D6177,supermarket,salad,vegetable,11.5,24.0,-0.4984906603348362,117.1626965317966,Samarinda,pending,R1,3.94,1.11,high,1.595,1.25,2271.6,0.972
D6178,supermarket,salad,protein,17.5,32.0,-0.4846569193206934,117.16731335652511,Samarinda,pending,R9,4.11,2.35,medium,1.595,1.25,2271.6,0.972
D6179,supermarket,ayam bakar,vegetable,17.4,37.0,-0.4921895281677652,117.14552902391044,Samarinda,pending,R11,4.29,2.23,medium,4.98,0.61,4848.0,0.965
D6180,restaurant,nasi putih,protein,18.4,24.0,-0.4862774725831419,117.1379556245434,Samarinda,completed,R10,6.86,2.23,low,2.5766666666666667,0.585,4120.666666666667,1.05
D6181,supermarket,buah apel,vegetable,11.4,16.0,-0.4914232637986003,117.16060257778392,Samarinda,failed,R4,3.76,3.29,low,2.242,0.825,2755.5,1.13
D6182,supermarket,roti tawar,protein,10.7,3.0,-0.4982601889502561,117.15627439831609,Samarinda,pending,Unknown,4.06,1.23,high,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334
D6183,restaurant,ayam goreng,fruit,7.0,5.0,-0.5047522728464968,117.15611602789916,Samarinda,failed,R13,2.08,0.62,high,4.82,0.18,962.0,1.025
D6184,restaurant,nasi goreng,vegetable,16.1,1.0,-0.5024803445182359,117.1408515487722,Samarinda,pending,R17,0.71,1.18,high,2.242,1.2075,2896.0,0.956
D6185,restaurant,ayam goreng,karbohidrat,9.8,24.0,-0.5030795374142379,117.15922887765956,Samarinda,pending,R7,2.85,2.1,low,4.82,0.18,962.0,1.025
D6186,restaurant,ayam bakar,protein,14.4,24.0,-0.4959177722589467,117.1443659660462,Samarinda,completed,R8,1.98,1.44,high,4.98,0.61,4848.0,0.965
D6187,hotel,buah apel,fruit,22.9,42.0,-0.4870112423204308,117.13915808839256,Samarinda,completed,R13,1.35,3.93,medium,2.242,0.825,2755.5,1.13
D6188,hotel,buah apel,karbohidrat,26.4,18.0,-0.4829701450943086,117.16478407269967,Samarinda,failed,R9,0.64,2.23,low,2.242,0.825,2755.5,1.13
D6189,hotel,roti tawar,fruit,22.3,28.0,-0.4846410607002241,117.16201328377352,Samarinda,failed,Unknown,6.61,0.51,medium,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334
D6190,hotel,salad,karbohidrat,15.6,47.0,-0.4814562961143528,117.16723315722108,Samarinda,pending,R5,2.26,0.54,high,1.595,1.25,2271.6,0.972
D6191,restaurant,buah apel,vegetable,16.1,25.0,-0.5059869266686521,117.16247756035662,Samarinda,pending,R14,1.1,1.97,medium,2.242,0.825,2755.5,1.13
D6192,restaurant,nasi goreng,protein,23.9,17.0,-0.4852534299708396,117.14932016594516,Samarinda,pending,Unknown,6.52,3.52,medium,2.242,1.2075,2896.0,0.956
D6193,hotel,salad,protein,29.9,46.0,-0.5121701584285621,117.13184141850326,Samarinda,completed,R19,2.2,2.47,low,1.595,1.25,2271.6,0.972
D6194,hotel,nasi putih,protein,25.3,32.0,-0.5113029617516631,117.14728905692922,Samarinda,failed,R17,3.77,2.29,low,2.5766666666666667,0.585,4120.666666666667,1.05
D6195,hotel,nasi putih,karbohidrat,16.1,16.0,-0.5116249329926861,117.16213724557667,Samarinda,completed,R11,5.4,2.19,medium,2.5766666666666667,0.585,4120.666666666667,1.05
D6196,restaurant,nasi putih,fruit,6.4,25.0,-0.5120950802161333,117.1685191136157,Samarinda,pending,R6,4.23,3.3,high,2.5766666666666667,0.585,4120.666666666667,1.05
D6197,supermarket,buah apel,fruit,29.1,24.0,-0.5127889312728489,117.1387063219933,Samarinda,pending,Unknown,7.0,0.7,medium,2.242,0.825,2755.5,1.13
D6198,supermarket,nasi goreng,protein,19.4,42.0,-0.5182438743657356,117.15397871931778,Samarinda,completed,R10,5.59,2.23,high,2.242,1.2075,2896.0,0.956
D6199,hotel,ayam goreng,protein,19.6,6.0,-0.5129692719325586,117.13076974627307,Samarinda,pending,R9,3.44,3.16,low,4.82,0.18,962.0,1.025
D6200,restaurant,ayam bakar,vegetable,23.5,15.0,-0.5054610419847075,117.15491017073111,Samarinda,failed,R19,6.42,1.55,high,4.98,0.61,4848.0,0.965
D6201,supermarket,ayam bakar,vegetable,22.7,20.0,-0.4815590096257733,117.16343734766636,Samarinda,failed,R11,5.33,3.29,low,4.98,0.61,4848.0,0.965
D6202,hotel,ayam goreng,protein,12.1,16.0,-0.5010401373668947,117.13404648197796,Samarinda,pending,R5,4.17,2.92,low,4.82,0.18,962.0,1.025
D6203,restaurant,ayam bakar,vegetable,19.4,24.0,-0.518379715068079,117.14082056363516,Samarinda,failed,R13,6.63,2.23,low,4.98,0.61,4848.0,0.965
D6204,restaurant,buah apel,fruit,23.0,22.0,-0.4887606611218323,117.1445169288624,Samarinda,completed,Unknown,3.2,2.23,low,2.242,0.825,2755.5,1.13
D6205,hotel,roti tawar,vegetable,25.6,24.0,-0.5065170693625333,117.15362892122783,Samarinda,failed,R11,4.44,2.23,low,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334
D6206,hotel,buah apel,vegetable,9.5,33.0,-0.5047123696239905,117.13786339077356,Samarinda,pending,R3,4.44,2.23,medium,2.242,0.825,2755.5,1.13
D6207,hotel,salad,protein,23.1,48.0,-0.4906788806355135,117.15501011045016,Samarinda,pending,Unknown,1.82,3.96,low,1.595,1.25,2271.6,0.972
D6208,restaurant,ayam goreng,karbohidrat,16.1,36.0,-0.5194162446187888,117.13463234403856,Samarinda,pending,R5,5.26,0.89,low,4.82,0.18,962.0,1.025
D6209,supermarket,sayur sop,protein,26.1,44.0,-0.50065866295022,117.1626072308122,Samarinda,pending,R14,6.89,1.61,low,1.34,0.91,2571.0,1.0266666666666666
D6210,supermarket,ayam goreng,karbohidrat,16.1,19.0,-0.5102698918091384,117.16634132514812,Samarinda,failed,R15,4.66,2.98,high,4.82,0.18,962.0,1.025
D6211,restaurant,roti tawar,vegetable,28.7,5.0,-0.5138720717171527,117.13056367685488,Samarinda,pending,R8,1.54,3.37,low,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334
D6212,supermarket,roti tawar,protein,16.1,1.0,-0.4891083289118172,117.13898464799728,Samarinda,pending,R1,5.9,2.1,medium,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334
D6213,hotel,buah apel,vegetable,29.6,25.0,-0.5029071253621218,117.14087806849942,Samarinda,pending,R20,0.72,2.23,low,2.242,0.825,2755.5,1.13
D6214,supermarket,roti tawar,karbohidrat,13.7,41.0,-0.5038534167117511,117.16625565636066,Samarinda,completed,R10,0.75,2.41,low,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334
D6215,hotel,roti tawar,protein,9.3,15.0,-0.4888179430678704,117.13849501255667,Samarinda,failed,R12,3.85,2.23,medium,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334
D6216,restaurant,sayur sop,karbohidrat,5.5,45.0,-0.5185215601629247,117.15884287103016,Samarinda,pending,R4,2.16,2.4,medium,1.34,0.91,2571.0,1.0266666666666666
D6217,restaurant,sayur sop,fruit,20.3,18.0,-0.5087904339309156,117.1658152176322,Samarinda,failed,R6,2.76,0.86,medium,1.34,0.91,2571.0,1.0266666666666666
D6218,supermarket,nasi goreng,protein,29.6,17.0,-0.5084759065703579,117.14834739857696,Samarinda,failed,R20,3.21,2.95,medium,2.242,1.2075,2896.0,0.956
D6219,restaurant,sayur sop,fruit,16.1,46.0,-0.5115796919413503,117.13805043747423,Samarinda,completed,R8,3.65,1.53,medium,1.34,0.91,2571.0,1.0266666666666666
D6220,supermarket,roti tawar,fruit,23.2,13.0,-0.5040036090172195,117.14252880843736,Samarinda,completed,R11,5.69,2.27,low,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334
D6221,restaurant,nasi putih,karbohidrat,10.6,46.0,-0.4983430701442052,117.13025057419692,Samarinda,completed,R9,2.29,3.27,high,2.5766666666666667,0.585,4120.666666666667,1.05
D6222,hotel,ayam bakar,protein,16.0,24.0,-0.5014376823180222,117.1410047296724,Samarinda,failed,R5,3.35,2.71,medium,4.98,0.61,4848.0,0.965
D6223,restaurant,nasi putih,protein,9.8,28.0,-0.4935343196460186,117.15317258435412,Samarinda,completed,R20,0.98,2.23,high,2.5766666666666667,0.585,4120.666666666667,1.05
D6224,restaurant,buah apel,fruit,8.3,10.0,-0.516042193648817,117.16934299673882,Samarinda,pending,Unknown,4.12,3.86,medium,2.242,0.825,2755.5,1.13
D6225,supermarket,nasi putih,vegetable,16.1,38.0,-0.5170687485919309,117.16120278898296,Samarinda,completed,R15,5.09,3.85,medium,2.5766666666666667,0.585,4120.666666666667,1.05
D6226,restaurant,roti tawar,karbohidrat,9.4,38.0,-0.5124741527961535,117.14017560387808,Samarinda,pending,R13,1.67,0.91,low,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334
D6227,restaurant,nasi goreng,karbohidrat,29.5,29.0,-0.5098044620206733,117.16246344290688,Samarinda,pending,R14,5.49,2.03,high,2.242,1.2075,2896.0,0.956
D6228,restaurant,ayam bakar,fruit,27.7,30.0,-0.5186408405890955,117.1675947441964,Samarinda,pending,R2,4.16,0.96,high,4.98,0.61,4848.0,0.965
D6229,restaurant,nasi putih,karbohidrat,15.9,17.0,-0.5161571367207078,117.16930129865496,Samarinda,pending,R13,4.08,3.09,high,2.5766666666666667,0.585,4120.666666666667,1.05
D6230,supermarket,nasi putih,karbohidrat,2.2,24.0,-0.5132559200497228,117.14546779994092,Samarinda,failed,R4,2.01,3.96,low,2.5766666666666667,0.585,4120.666666666667,1.05
D6231,restaurant,sayur sop,vegetable,7.9,23.0,-0.5129955493779993,117.15448325200856,Samarinda,failed,R6,2.56,1.21,high,1.34,0.91,2571.0,1.0266666666666666
D6232,supermarket,salad,vegetable,23.0,22.0,-0.5000641234905902,117.14895310348052,Samarinda,completed,R19,4.95,2.23,high,1.595,1.25,2271.6,0.972
D6233,hotel,buah apel,karbohidrat,20.3,24.0,-0.501082269807124,117.14508669082876,Samarinda,completed,R11,5.03,0.59,high,2.242,0.825,2755.5,1.13
D6234,supermarket,roti tawar,karbohidrat,10.4,17.0,-0.4919300590337073,117.15428915502967,Samarinda,pending,R8,2.29,2.23,high,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334
D6235,restaurant,roti tawar,vegetable,12.8,21.0,-0.4898282786823782,117.14428654022018,Samarinda,completed,R2,1.74,1.48,medium,0.7399999999999999,0.8300000000000001,2482.0,0.9433333333333334
D6236,restaurant,nasi goreng,karbohidrat,26.2,16.0,-0.4927762448127861,117.13726041400344,Samarinda,failed,R5,6.14,2.23,high,2.242,1.2075,2896.0,0.956
